"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2015","635.00","635.00","635.00","635.00","","0.63%"
"05/26/2015","631.00","631.00","631.00","631.00","","0.64%"
"05/22/2015","627.00","627.00","627.00","627.00","","0.48%"
"05/21/2015","624.00","624.00","624.00","624.00","","0.16%"
"05/20/2015","623.00","623.00","623.00","623.00","","-0.32%"
"05/19/2015","625.00","625.00","625.00","625.00","","-0.16%"
"05/18/2015","626.00","626.00","626.00","626.00","","-0.32%"
"05/15/2015","628.00","628.00","628.00","628.00","","0.32%"
"05/14/2015","626.00","626.00","626.00","626.00","","0.32%"
"05/13/2015","624.00","624.00","624.00","624.00","","0.81%"
"05/12/2015","619.00","619.00","619.00","619.00","","0.32%"
"05/11/2015","617.00","617.00","617.00","617.00","","-0.16%"
"05/08/2015","618.00","618.00","618.00","618.00","","0.00%"
"05/07/2015","618.00","618.00","618.00","618.00","","0.00%"
"05/06/2015","618.00","618.00","618.00","618.00","","0.00%"
"05/05/2015","618.00","618.00","618.00","618.00","","-0.48%"
