"date","portid","portname","country","ISO3","portcalls_container","portcalls_dry_bulk","portcalls_general_cargo","portcalls_roro","portcalls_tanker","portcalls_cargo","portcalls","import_container","import_dry_bulk","import_general_cargo","import_roro","import_tanker","import_cargo","import","export_container","export_dry_bulk","export_general_cargo","export_roro","export_tanker","export_cargo","export"
"2022-06-22","port883","Paradip","India","IND","0","6","0","0","0","6","6","0","95812","0","0","0","95812","95812","0","186912","0","0","0","186912","186912"
"2022-06-23","port883","Paradip","India","IND","0","3","0","0","2","3","5","0","0","0","0","22206","0","22206","0","193044","0","0","0","193044","193044"
"2022-06-24","port883","Paradip","India","IND","1","3","0","0","0","4","4","0","43534","0","0","0","43534","43534","3149","151678","0","0","0","154827","154827"
"2022-06-25","port883","Paradip","India","IND","0","1","1","0","2","2","4","0","78873","0","0","26784","78873","105658","0","0","0","0","42262","0","42262"
"2022-06-26","port883","Paradip","India","IND","0","4","0","0","2","4","6","0","40529","0","0","18571","40529","59101","0","171755","0","0","0","171755","171755"
"2022-06-27","port883","Paradip","India","IND","1","3","0","0","0","4","4","0","106690","0","0","0","106690","106690","1998","0","0","0","0","1998","1998"
"2022-06-28","port883","Paradip","India","IND","0","5","1","0","1","6","7","0","107685","0","0","0","107685","107685","0","230949","0","0","40605","230949","271554"
"2022-06-29","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","77363","0","0","0","77363","77363","0","182472","0","0","0","182472","182472"
"2022-06-30","port883","Paradip","India","IND","0","5","1","0","0","6","6","0","117830","5890","0","0","123721","123721","0","167039","0","0","0","167039","167039"
"2022-07-01","port883","Paradip","India","IND","0","4","0","0","2","4","6","0","104656","0","0","41964","104656","146621","0","108140","0","0","10350","108140","118491"
"2022-07-02","port883","Paradip","India","IND","0","3","1","0","2","4","6","0","35249","0","0","54362","35249","89611","0","196652","4957","0","0","201610","201610"
"2022-07-03","port883","Paradip","India","IND","0","5","0","0","1","5","6","0","80317","0","0","0","80317","80317","0","143646","0","0","0","143646","143646"
"2022-07-04","port883","Paradip","India","IND","0","6","0","0","2","6","8","0","101053","0","0","0","101053","101053","0","214014","0","0","0","214014","214014"
"2022-07-05","port883","Paradip","India","IND","0","3","1","0","0","4","4","0","78076","0","0","0","78076","78076","0","79451","0","0","0","79451","79451"
"2022-07-06","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","162510","0","0","0","162510","162510","0","83662","0","0","0","83662","83662"
"2022-07-07","port883","Paradip","India","IND","0","2","2","0","0","4","4","0","0","2785","0","0","2785","2785","0","199628","2890","0","0","202518","202518"
"2022-07-08","port883","Paradip","India","IND","0","6","0","0","0","6","6","0","114286","0","0","0","114286","114286","0","153143","0","0","0","153143","153143"
"2022-07-09","port883","Paradip","India","IND","0","2","1","0","4","3","7","0","63188","0","0","90077","63188","153265","0","30190","0","0","0","30190","30190"
"2020-05-19","port883","Paradip","India","IND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-20","port883","Paradip","India","IND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-21","port883","Paradip","India","IND","0","7","0","0","0","7","7","0","62563","0","0","0","62563","62563","0","146166","0","0","0","146166","146166"
"2020-05-22","port883","Paradip","India","IND","0","2","1","0","0","3","3","0","43871","1459","0","0","45330","45330","0","54489","0","0","0","54489","54489"
"2020-05-23","port883","Paradip","India","IND","0","3","0","0","0","3","3","0","20348","0","0","0","20348","20348","0","143508","0","0","0","143508","143508"
"2020-05-24","port883","Paradip","India","IND","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","104207","0","0","0","104207","104207"
"2020-05-25","port883","Paradip","India","IND","0","1","0","0","2","1","3","0","20348","0","0","55696","20348","76044","0","30190","0","0","1037","30190","31228"
"2020-05-26","port883","Paradip","India","IND","0","2","0","0","0","2","2","0","20348","0","0","0","20348","20348","0","60397","0","0","0","60397","60397"
"2020-05-27","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","108753","0","0","0","108753","108753","0","72235","0","0","0","72235","72235"
"2020-05-28","port883","Paradip","India","IND","0","5","0","0","1","5","6","0","835","0","0","18640","835","19476","0","116639","0","0","0","116639","116639"
"2019-04-24","port883","Paradip","India","IND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-05-29","port883","Paradip","India","IND","0","0","0","0","3","0","3","0","0","0","0","18156","0","18156","0","0","0","0","42259","0","42259"
"2019-04-25","port883","Paradip","India","IND","0","4","0","0","1","4","5","0","81382","0","0","0","81382","81382","0","146056","0","0","0","146056","146056"
"2020-05-30","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","107702","0","0","0","107702","107702","0","67803","0","0","0","67803","67803"
"2020-05-31","port883","Paradip","India","IND","0","3","0","0","0","3","3","0","53739","0","0","0","53739","53739","0","60998","0","0","0","60998","60998"
"2019-04-26","port883","Paradip","India","IND","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","123196","0","0","0","123196","123196"
"2020-06-01","port883","Paradip","India","IND","0","3","0","0","0","3","3","0","20348","0","0","0","20348","20348","0","76936","0","0","0","76936","76936"
"2019-04-27","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","151598","0","0","31789","151598","183387","0","0","0","0","0","0","0"
"2020-06-02","port883","Paradip","India","IND","1","6","0","0","0","7","7","0","209013","0","0","0","209013","209013","6932","158842","0","0","0","165775","165775"
"2019-04-28","port883","Paradip","India","IND","0","4","0","0","0","4","4","0","40696","0","0","0","40696","40696","0","107308","0","0","0","107308","107308"
"2020-06-03","port883","Paradip","India","IND","0","3","0","0","1","3","4","0","108086","0","0","0","108086","108086","0","51046","0","0","0","51046","51046"
"2019-04-29","port883","Paradip","India","IND","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","94394","0","0","0","94394","94394"
"2020-06-04","port883","Paradip","India","IND","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","55766","0","0","0","55766","55766"
"2019-04-30","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","1601","0","0","0","1601","1601","0","67337","0","0","39684","67337","107021"
"2020-06-05","port883","Paradip","India","IND","0","7","0","0","0","7","7","0","54305","0","0","0","54305","54305","0","120552","0","0","0","120552","120552"
"2019-05-01","port883","Paradip","India","IND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-06","port883","Paradip","India","IND","0","5","0","0","0","5","5","0","97130","0","0","0","97130","97130","0","113307","0","0","0","113307","113307"
"2019-05-02","port883","Paradip","India","IND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-07","port883","Paradip","India","IND","0","3","0","0","0","3","3","0","20348","0","0","0","20348","20348","0","129422","0","0","0","129422","129422"
